variable_source_id,geom_dependency_uuid,variable_name,variable_desc,data_source_uuid,geom_join_column,attr_concept_id,attr_start_date,attr_end_date,attr_source_value,value_as_number_col,value_source_value,unit_concept_id,value_as_concept_id,dataset_type
4629,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2015: ACS_PCT_WHOLESALE,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4630,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2016: ACS_PCT_WHOLESALE,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4631,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2017: ACS_PCT_WHOLESALE,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4632,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2018: ACS_PCT_WHOLESALE,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4633,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2019: ACS_PCT_WHOLESALE,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4634,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2020: ACS_PCT_WHOLESALE,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4635,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2021: ACS_PCT_WHOLESALE,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4636,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2022: ACS_PCT_WHOLESALE,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4637,7700,AHRQ_ACS_PCT_WHOLESALE,AHRQ 2023: ACS_PCT_WHOLESALE,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_wholesale,acs_pct_wholesale,acs_pct_wholesale,,,AHRQ
4638,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2009: ACS_PCT_WIDOWED_F,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4639,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2010: ACS_PCT_WIDOWED_F,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4640,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2011: ACS_PCT_WIDOWED_F,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4641,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2012: ACS_PCT_WIDOWED_F,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4642,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2013: ACS_PCT_WIDOWED_F,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4643,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2014: ACS_PCT_WIDOWED_F,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4644,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2015: ACS_PCT_WIDOWED_F,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4645,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2016: ACS_PCT_WIDOWED_F,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4646,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2017: ACS_PCT_WIDOWED_F,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4647,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2018: ACS_PCT_WIDOWED_F,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4648,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2019: ACS_PCT_WIDOWED_F,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4649,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2020: ACS_PCT_WIDOWED_F,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4650,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2021: ACS_PCT_WIDOWED_F,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4651,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2022: ACS_PCT_WIDOWED_F,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4652,7700,AHRQ_ACS_PCT_WIDOWED_F,AHRQ 2023: ACS_PCT_WIDOWED_F,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_widowed_f,acs_pct_widowed_f,acs_pct_widowed_f,,,AHRQ
4653,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2009: ACS_PCT_WIDOWED_M,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4654,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2010: ACS_PCT_WIDOWED_M,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4655,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2011: ACS_PCT_WIDOWED_M,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4656,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2012: ACS_PCT_WIDOWED_M,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4657,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2013: ACS_PCT_WIDOWED_M,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4658,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2014: ACS_PCT_WIDOWED_M,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4659,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2015: ACS_PCT_WIDOWED_M,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4660,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2016: ACS_PCT_WIDOWED_M,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4661,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2017: ACS_PCT_WIDOWED_M,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4662,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2018: ACS_PCT_WIDOWED_M,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4663,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2019: ACS_PCT_WIDOWED_M,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4664,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2020: ACS_PCT_WIDOWED_M,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4665,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2021: ACS_PCT_WIDOWED_M,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4666,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2022: ACS_PCT_WIDOWED_M,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4667,7700,AHRQ_ACS_PCT_WIDOWED_M,AHRQ 2023: ACS_PCT_WIDOWED_M,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_widowed_m,acs_pct_widowed_m,acs_pct_widowed_m,,,AHRQ
4668,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2009: ACS_PCT_WORK_NO_CAR,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4669,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2010: ACS_PCT_WORK_NO_CAR,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4670,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2011: ACS_PCT_WORK_NO_CAR,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4671,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2012: ACS_PCT_WORK_NO_CAR,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4672,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2013: ACS_PCT_WORK_NO_CAR,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4673,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2014: ACS_PCT_WORK_NO_CAR,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4674,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2015: ACS_PCT_WORK_NO_CAR,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4675,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2016: ACS_PCT_WORK_NO_CAR,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4676,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2017: ACS_PCT_WORK_NO_CAR,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4677,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2018: ACS_PCT_WORK_NO_CAR,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4678,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2019: ACS_PCT_WORK_NO_CAR,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4679,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2020: ACS_PCT_WORK_NO_CAR,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4680,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2021: ACS_PCT_WORK_NO_CAR,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4681,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2022: ACS_PCT_WORK_NO_CAR,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4682,7700,AHRQ_ACS_PCT_WORK_NO_CAR,AHRQ 2023: ACS_PCT_WORK_NO_CAR,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_work_no_car,acs_pct_work_no_car,acs_pct_work_no_car,,,AHRQ
4683,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2009: ACS_PCT_WORK_RES_F,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4684,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2010: ACS_PCT_WORK_RES_F,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4685,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2011: ACS_PCT_WORK_RES_F,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4686,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2012: ACS_PCT_WORK_RES_F,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4687,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2013: ACS_PCT_WORK_RES_F,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4688,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2014: ACS_PCT_WORK_RES_F,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4689,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2015: ACS_PCT_WORK_RES_F,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4690,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2016: ACS_PCT_WORK_RES_F,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4691,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2017: ACS_PCT_WORK_RES_F,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4692,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2018: ACS_PCT_WORK_RES_F,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4693,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2019: ACS_PCT_WORK_RES_F,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4694,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2020: ACS_PCT_WORK_RES_F,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4695,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2021: ACS_PCT_WORK_RES_F,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4696,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2022: ACS_PCT_WORK_RES_F,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4697,7700,AHRQ_ACS_PCT_WORK_RES_F,AHRQ 2023: ACS_PCT_WORK_RES_F,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_work_res_f,acs_pct_work_res_f,acs_pct_work_res_f,,,AHRQ
4698,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2009: ACS_PCT_WORK_RES_M,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4699,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2010: ACS_PCT_WORK_RES_M,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4700,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2011: ACS_PCT_WORK_RES_M,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4701,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2012: ACS_PCT_WORK_RES_M,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4702,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2013: ACS_PCT_WORK_RES_M,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4703,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2014: ACS_PCT_WORK_RES_M,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4704,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2015: ACS_PCT_WORK_RES_M,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4705,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2016: ACS_PCT_WORK_RES_M,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4706,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2017: ACS_PCT_WORK_RES_M,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4707,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2018: ACS_PCT_WORK_RES_M,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4708,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2019: ACS_PCT_WORK_RES_M,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4709,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2020: ACS_PCT_WORK_RES_M,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4710,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2021: ACS_PCT_WORK_RES_M,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4711,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2022: ACS_PCT_WORK_RES_M,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4712,7700,AHRQ_ACS_PCT_WORK_RES_M,AHRQ 2023: ACS_PCT_WORK_RES_M,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_work_res_m,acs_pct_work_res_m,acs_pct_work_res_m,,,AHRQ
4713,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2009: ACS_PER_CAPITA_INC,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4714,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2010: ACS_PER_CAPITA_INC,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4715,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2011: ACS_PER_CAPITA_INC,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4716,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2012: ACS_PER_CAPITA_INC,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4717,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2013: ACS_PER_CAPITA_INC,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4718,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2014: ACS_PER_CAPITA_INC,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4719,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2015: ACS_PER_CAPITA_INC,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4720,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2016: ACS_PER_CAPITA_INC,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4721,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2017: ACS_PER_CAPITA_INC,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4722,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2018: ACS_PER_CAPITA_INC,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4723,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2019: ACS_PER_CAPITA_INC,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4724,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2020: ACS_PER_CAPITA_INC,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4725,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2021: ACS_PER_CAPITA_INC,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4726,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2022: ACS_PER_CAPITA_INC,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4727,7700,AHRQ_ACS_PER_CAPITA_INC,AHRQ 2023: ACS_PER_CAPITA_INC,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_per_capita_inc,acs_per_capita_inc,acs_per_capita_inc,,,AHRQ
4728,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2009: ACS_TOT_CIVIL_EMPLOY_POP,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4729,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2010: ACS_TOT_CIVIL_EMPLOY_POP,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4730,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2011: ACS_TOT_CIVIL_EMPLOY_POP,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4731,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2012: ACS_TOT_CIVIL_EMPLOY_POP,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4732,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2013: ACS_TOT_CIVIL_EMPLOY_POP,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4733,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2014: ACS_TOT_CIVIL_EMPLOY_POP,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4734,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2015: ACS_TOT_CIVIL_EMPLOY_POP,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4735,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2016: ACS_TOT_CIVIL_EMPLOY_POP,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
4736,7700,AHRQ_ACS_TOT_CIVIL_EMPLOY_POP,AHRQ 2017: ACS_TOT_CIVIL_EMPLOY_POP,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,acs_tot_civil_employ_pop,,,AHRQ
